name;avg_price;cuisine_features;telephone;address;location;opinions;ratings;comments_count;                 features;schedule;appetizing_dishes;restaurant_features;similar_restaurants;web_site
Mombasa Alcalá-La Garena;Rango de precios por persona 9 €-22 €;Cocktelerías;tel:+34918305443;Avenida Juan Carlos I, 13 - Local 56 plaza Garena, Alcala de Henares;Avenida Juan Carlos I, 13 - Local 56 plaza Garena, Alcala de Henares, Comunidad de Madrid, España;{"ambiente acogedor": "excellent", "estupenda ubicaci\u00f3n": "bad", "venado": "good", "carne": "good", "pizza pides": "bad", "helados": "good", "helado": "good", "zumo": "good", "t\u00f3nica": "normal", "ginebra": "normal"};{"Yelp": "Sin valorar a\u00fan", "Foursquare": "Sin valorar a\u00fan", "Google": "3.7/5", "Facebook": "3,9/5", "Trip": "4.7/5"};{"Yelp": 0, "Foursquare": "1", "Google": "836", "Facebook": "168", "Trip": "39"};No hay entrega, No es para llevar, Tarjetas de crédito aceptadas;{"Lunes": "16:00-02:00", "Martes": "16:00-02:00", "Mi\u00e9rcoles": "16:00-02:00", "Jueves": "16:00-03:00", "Viernes": "16:00-05:30", "S\u00e1bado": "16:00-05:30", "Domingo": "16:00-02:00"};helados, helado, venado, carne, pescado, rape, mojitos, laing, tapas, patatas, cerdo, queso, sopa, empanadas;ambiente acogedor, estupenda ubicación, comida para llevar, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, almuerzo, carta de vinos;Duman Shishas, +Kcopas La Garena, Lamala, Odonel Mushka;https://mombasa-alcala-la-garena.negocio.site/
Buffalo Grill;Rango de precios por persona 21 €-41 €;;tel:918800079;Carretera Madrid Barcelona 0, Alcala de Henares;Carretera Madrid Barcelona 0, Alcala de Henares, Comunidad de Madrid, España, 28802;{};{};{"Yelp": "2"};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Barloshermanos, Istanbul Döner Kebap, Salones Ac, Cerveceria a La Vuelta;
Pekin;Rango de precios por persona 9 €-22 €;China;tel:+34918025247;Calle Jose Maria Pereda, 12, Alcala de Henares;Calle Jose Maria Pereda, 12, Alcala de Henares, Comunidad de Madrid, España;{"rape": "excellent", "cerdo": "excellent", "pollo": "excellent", "pescado": "excellent", "arroz": "good", "carne": "good", "carne de vaca": "good"};{"Foursquare": "Sin valorar a\u00fan", "Google": "3.8/5", "Facebook": "Sin valorar a\u00fan", "Trip": "4.7/5"};{"Yelp": "1", "Foursquare": "2", "Google": "435", "Facebook": 0, "Trip": "34"};Tarjetas de crédito aceptadas, Entrega, Para llevar, Reserva;{"Lunes": "08:00-23:00", "Martes": "08:00-23:00", "Mi\u00e9rcoles": "08:00-23:00", "Jueves": "08:00-23:00", "Viernes": "08:00-23:00", "S\u00e1bado": "08:00-23:00", "Domingo": "08:00-23:00"};rape, helado, helados, cerdo, pollo, pescado, arroz, carne, carne de vaca, cerdo agridulce, curry de pollo, pollo al limón, ancas de rana, wok, arroz frito, pato, sopa, marisco, caballa, la salsa, jamón, pato pekín, ostras, pasta;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Jade, Hok Kian Sushi Bar, Wok Asador Atenea, Wok asador;
Restaurante La Venta de Meco;Rango de precios por persona hasta 9 €;Española;tel:+34918860305;Calle la Venta, 31 A-2 salida 38, Meco;Calle la Venta, 31 A-2 salida 38, Meco, Comunidad de Madrid, España;{"arroz": "normal", "costillas": "good", "cordero": "good", "rape": "good", "pescado": "good", "carne": "normal", "carne de vaca": "excellent", "escalope": "excellent", "entrecot": "excellent"};{"Yelp": "Sin valorar a\u00fan", "Foursquare": "Sin valorar a\u00fan", "Google": "3.7/5", "Facebook": "4,8/5", "Trip": "4.7/5"};{"Yelp": 0, "Foursquare": "1", "Google": "1966", "Facebook": "82", "Trip": "18"};No hay entrega, Asientos al aire libre, Para llevar, Reserva, Accesible para sillas de ruedas;{"Lunes": "07:00-22:30", "Martes": "07:00-22:30", "Mi\u00e9rcoles": "07:00-22:30", "Jueves": "07:00-22:30", "Viernes": "07:00-22:30", "S\u00e1bado": "07:00-22:30", "Domingo": "08:00-17:00"};arroz, costillas, cordero, rape, pescado, cerdo, carne, carne de vaca, escalope, entrecote, filetes, bizcocho de gengibre, flan, pierna de cordero, cordero al horno, pollo, venado, marisco, chorizo, paella, sopa, queso, tarta de queso, caldo;comida para llevar, desayuno, estupenda ubicación, personal amable, pedir comida a domicilio, boda, cenas, gran servicio, aniversario;Restaurante Asador D'Madrid, Restaurante O´Bogavante, Cesión Negocio, Foguet;http://www.laventademeco.es/
Ribs;Rango de precios por persona 9 €-22 €;Americana;tel:+34918654117;C. Valentín Juara Bellot, 4, Alcala de Henares;C. Valentín Juara Bellot, 4, Alcala de Henares, Comunidad de Madrid, España;{"carne": "normal", "entrantes": "excellent", "filetes": "good", "pollo": "good", "sopa": "good", "hamburguesas completas": "normal", "la salsa": "normal", "beicon": "normal", "pescado": "normal"};{"Google": "3.8/5", "Trip": "4.7/5"};{"Google": "762", "Trip": "67"};Tarjetas de crédito aceptadas, Entrega, Para llevar, Reserva, Accesible para sillas de ruedas;{"Lunes": "13:00-23:00", "Martes": "13:00-23:00", "Mi\u00e9rcoles": "13:00-23:00", "Jueves": "13:00-23:00", "Viernes": "13:00-23:00", "S\u00e1bado": "13:00-23:00", "Domingo": "13:00-23:00"};carne, entrantes, filetes, pollo, falda asada, helados, helado, sopa, hamburguesas completas, la salsa, beicon, pescado, queso, cerdo, venado, pasta, cerdo a la parrilla, carne de vaca, pollo asado, salmón, gazpacho, pasteles, entrecote;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;The Good Burger, VIPS, Pinky Burger, Michael II;
Faro de Fisterra;Rango de precios por persona 9 €-22 €;Pescado y marisco, Opciones vegetarianas;;;Av. Juan Carlos I, 13, LOCALES 72, 73, Alcala de Henares, Comunidad de Madrid, España;{"pescado": "good", "marisco": "good", "arroz": "normal", "carne": "normal", "pulpo": "normal", "carne de vaca": "good", "cerdo": "good", "sopa": "good", "entrantes": "good", "la salsa": "good"};{"Yelp": "Sin valorar a\u00fan", "Google": "3.7/5", "Facebook": "4,3/5", "Trip": "4.7/5"};{"Yelp": 0, "Foursquare": "16", "Google": "619", "Facebook": "47", "Trip": "134"};Wifi, Reserva, Tarjetas de crédito aceptadas, Entrega, Asientos al aire libre, Para llevar, Accesible para sillas de ruedas;{"Lunes": "Cerrado", "Martes": "13:00-16:30", "Mi\u00e9rcoles": "13:00-16:30", "Jueves": "13:00-16:30", "Viernes": "13:00-16:30, 20:00-23:00", "S\u00e1bado": "13:00-16:30, 20:00-23:00", "Domingo": "13:00-16:30"};pescado, marisco, arroz, carne, pulpo, carne de vaca, cerdo, sopa, entrantes, la salsa, tarta de queso, cordero, entrecote, caldo, filetes, venado, queso, bacalao, fletán, sopa de pescado, platos de pescado, beicon, ostras, lubina, flan, ensalada de marisco;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;;http://www.marisqueriasfisterra.es/
Foster's Hollywood;Rango de precios por persona 9 €-22 €;Americana, Comida Rápida;tel:+34630364372;C. Antonio Mingote, 3, Alcala de Henares;C. Antonio Mingote, 3, Alcala de Henares, Comunidad de Madrid, España;{"carne": "normal", "pescado": "good", "hamburguesas completas": "normal", "entrantes": "normal", "patatas": "normal", "pollo": "normal", "patatas fritas": "normal", "hamburguesas a la parrilla": "excellent", "carne a la parrilla": "excellent", "filetes": "good"};{"Yelp": "Sin valorar a\u00fan", "Google": "3.8/5", "Facebook": "Sin valorar a\u00fan", "Trip": "4.7/5"};{"Yelp": 0, "Foursquare": "20", "Google": "1456", "Facebook": 0, "Trip": "28"};Tarjetas de crédito aceptadas, Sin asientos al aire libre, Wifi, Entrega, Para llevar, Reserva, Accesible para sillas de ruedas;{"Lunes": "13:00-17:00, 20:00-00:00", "Martes": "13:00-17:00, 20:00-00:00", "Mi\u00e9rcoles": "13:00-17:00, 20:00-00:00", "Jueves": "13:00-17:00, 20:00-00:00", "Viernes": "13:00-17:00, 20:00-01:00", "S\u00e1bado": "13:00-17:00, 20:00-01:00", "Domingo": "13:00-17:00, 20:00-00:00"};carne, pescado, hamburguesas completas, entrantes, patatas, pollo, patatas fritas, carne a la parrilla, filetes, helado, helados, cerdo, la salsa, queso, beicon, sándwiches, carne de vaca, arroz, pollo a la parrilla, nachos, macarrones;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Con mucho gusto, VIPS, Backstage Restaurante-Cervecería, Kebab Parsa Sl;https://fostershollywood.es/restaurantes/madrid/alcala-de-henares/fh-garena
100 Montaditos;Rango de precios por persona hasta 9 €;Española, Cervecería;tel:+34918832674;Autovía Madrid-Barcelona, 122, Alcala de Henares;Autovía Madrid-Barcelona, 122, Alcala de Henares, Comunidad de Madrid, España;{"estupenda ubicaci\u00f3n": "normal", "desayuno": "bad", "rape": "excellent", "pescado": "excellent", "montadito": "excellent", "tapas": "good", "pinchos": "good", "laing": "normal", "queso": "good", "tostada": "good", "beicon": "good", "cerdo": "normal"};{"Yelp": "Sin valorar a\u00fan", "Google": "3.5/5"};{"Yelp": 0, "Foursquare": "14", "Google": "1199"};Tarjetas de crédito aceptadas, Sin asientos al aire libre, Entrega, Para llevar;{"Lunes": "09:00-23:00", "Martes": "09:00-23:00", "Mi\u00e9rcoles": "09:00-23:00", "Jueves": "09:00-23:00", "Viernes": "09:00-23:00", "S\u00e1bado": "09:00-23:00", "Domingo": "09:00-23:00"};rape, pescado, montadito, tapas, cucurucho, pinchos, laing, queso, beicon, cerdo, jamón, carne, tortilla española, patatas, pollo, brocheta suya, albóndigas, aves de corral, kebabs;estupenda ubicación, desayuno, comida para llevar, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Tap Room Lambic, Antanis, Tupamaro, Indalo Lope de Figueroa;http://www.100montaditos.com/
Felix Bar;Rango de precios por persona hasta 9 €;Española;tel:+34918812045;C. de Cuenca, 1, Alcala de Henares;C. de Cuenca, 1, Alcala de Henares, Comunidad de Madrid, España;{"personal amable": "good", "aperitivos": "excellent", "torreznos": "excellent", "s\u00e1ndwiches": "excellent", "tapas": "excellent", "laing": "good", "pescado": "good"};{"Google": "4.0/5", "Facebook": "5/5", "Trip": "4.7/5"};{"Google": "307", "Facebook": "2", "Trip": "15"};Asientos al aire libre, Para llevar, Accesible para sillas de ruedas;{"Lunes": "09:00-23:00", "Martes": "09:00-23:00", "Mi\u00e9rcoles": "09:00-23:00", "Jueves": "Cerrado", "Viernes": "09:00-23:00", "S\u00e1bado": "09:00-23:00", "Domingo": "09:00-23:00"};aperitivos, torreznos, sándwiches, tapas, laing, pescado, gambas, mejillones, morcilla, adobo, cerdo, carne, callos, pulpo, hamburguesas completas, hamburguesas americanas, bocadillos, caracoles, ensaladas, ensaladilla olivier, caballa, marisco;comida para llevar, personal amable, estupenda ubicación, desayuno, pedir comida a domicilio, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;La Cartujana, Doncel Café, El Quinto Tapón, Tupamaro;http://felix-bar.gaqo.net/
pizzeria dino;Rango de precios por persona 9 €-22 €;Pizza, Italiana;tel:+34918026551;Calle José María Pereda, 5, Alcala de Henares;Calle José María Pereda, 5, Alcala de Henares, Comunidad de Madrid, España;{"pasta": "excellent", "espaguetis": "excellent", "carne": "excellent", "pescado": "excellent"};{"Foursquare": "Sin valorar a\u00fan", "Google": "3.9/5", "Facebook": "3/5", "Trip": "4.7/5"};{"Foursquare": "2", "Google": "116", "Facebook": "6", "Trip": "30"};Entrega, Para llevar, Reserva;{"Lunes": "20:00-23:30", "Martes": "13:00-15:45, 20:00-23:30", "Mi\u00e9rcoles": "20:00-23:30", "Jueves": "13:00-15:45, 20:00-23:30", "Viernes": "13:00-15:45, 20:00-23:30", "S\u00e1bado": "13:00-15:45, 20:00-23:30", "Domingo": "13:00-15:45, 20:00-23:30"};pasta, espaguetis, carne, pescado, tiramisú, pasteles, sopa, risotto, filetes, pasta italiana, bacalao, carne de vaca, pollo, marisco, salmón, lasaña, hamburguesas completas, pizza, pasta con marisco, cerdo, beicon, la salsa, queso, atún, patatas, tarta de queso;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Papa John's Pizza, Pizzeria Carlos, Restaurante La Tagliatella | Alcalá Magna, Alcalá de Henares, Domino's Pizza;https://www.pizzeriadino.es/
Marmita Gastrobar;Rango de precios por persona 16 €-31 €;Mediterránea, Española;tel:+34918882796;Calle de Almazán, 20, Alcala de Henares;Calle de Almazán, 20, Alcala de Henares, Comunidad de Madrid, España;{"cerdo": "good", "entrantes": "good", "solomillo": "good", "pescado": "good", "at\u00fan": "good", "queso": "excellent", "marisco": "good", "pulpo": "good", "salm\u00f3n": "good", "la salsa": "good"};{"Google": "3.9/5", "Trip": "4.7/5"};{"Google": "125", "Trip": "22"};Entrega, Asientos al aire libre, Para llevar, Reserva;{"Lunes": "Cerrado", "Martes": "09:00-00:00", "Mi\u00e9rcoles": "09:00-00:00", "Jueves": "09:00-00:00", "Viernes": "09:00-00:00", "S\u00e1bado": "11:00-00:00", "Domingo": "11:00-00:00"};cerdo, entrantes, pescado, atún, queso, marisco, pulpo, salmón, la salsa, pollo, carne, filetes, queso burrata, ensalada de burrata, risotto, arroz, helados, helado, tarta de queso, carne de vaca, lasaña, queso frito, tempura, bacalao, venado, sushi;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;El Gato Verde, La Casa Vieja, Xote Gastrobar, Pepe Pasión;https://www.marmitayco.com/
Dulcinea;Rango de precios por persona hasta 9 €;Francesa, Comida Rápida;tel:+34918894212;C. Mayor, 47, Alcala de Henares;C. Mayor, 47, Alcala de Henares, Comunidad de Madrid, España;{"pescado": "excellent", "queso": "good", "carne": "good", "cerdo": "good", "jam\u00f3n": "good", "rape": "good", "s\u00e1ndwiches": "good", "perritos calientes": "excellent", "marisco": "excellent"};{"Yelp": "Sin valorar a\u00fan", "Foursquare": "Sin valorar a\u00fan", "Google": "4.0/5", "Facebook": "Sin valorar a\u00fan", "Trip": "4.7/5"};{"Yelp": 0, "Foursquare": "4", "Google": "382", "Facebook": 0, "Trip": "14"};No hay entrega, Asientos al aire libre, Para llevar;;cruasáns, pescado, queso, carne, cerdo, jamón, rape, gofres, sándwiches, perritos calientes, marisco, salmón, atún, beicon, salchicha fráncfort, pollo, venado, salchichas, patatas fritas, patatas;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Ki-Jote, Bar Pastrana, Ébano Gastro Experience, La Celiacoteca;
Suite Alcalá;Rango de precios por persona 9 €-22 €;Japonesa, Grill;tel:+34911571955;Avda. Juan Carlos I, 13. Planta 14., Ático Torre Garena, Alcala de Henares;Avda. Juan Carlos I, 13. Planta 14., Ático Torre Garena, Alcala de Henares, Comunidad de Madrid, España;{"sushi": "good"};{"Google": "3.7/5", "Facebook": "Sin valorar a\u00fan", "Trip": "4.7/5"};{"Foursquare": "13", "Google": "3", "Facebook": 0, "Trip": "33"};Tarjetas de crédito aceptadas, Reserva, Accesible para sillas de ruedas, Entrega, Para llevar, Asientos al aire libre, Wifi, Estacionamiento, TV;{"Lunes": "16:00-02:00", "Martes": "16:00-02:00", "Mi\u00e9rcoles": "16:00-02:00", "Jueves": "16:00-02:00", "Viernes": "16:00-02:00", "S\u00e1bado": "16:00-02:00", "Domingo": "16:00-02:00"};queso, tapas, sopa, menudo, salmón, pescado, empanadas, sushi, venado, carne, mojitos, laing, rape;comida para llevar, ambiente acogedor, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, almuerzo, carta de vinos;Terra Sushi, Restaurante Asiático You, Restaurante El Infante de Alcalá, A Queimada;http://www.suitealcala.com
Bamby;Rango de precios por persona 9 €-22 €;;tel:+34918882024;Calle Mayor, 3, Alcala de Henares;Calle Mayor, 3, Alcala de Henares, Comunidad de Madrid, España, 28801;{"tartas": "good"};{"Yelp": "Sin valorar a\u00fan", "Facebook": "4,6/5", "Trip": "4.7/5"};{"Yelp": 0, "Foursquare": "10", "Facebook": "23", "Trip": "54"};Sin asientos al aire libre, Para llevar;{"Lunes": "09:00-14:00, 18:00-22:00", "Martes": "09:00-14:00, 18:00-22:00", "Mi\u00e9rcoles": "09:00-14:00, 18:00-22:00", "Jueves": "09:00-14:00, 18:00-22:00", "Viernes": "09:00-14:00, 18:00-22:00", "S\u00e1bado": "09:00-14:00, 18:00-12:00", "Domingo": "09:00-15:00"};pasteles, cruasáns, queso, atún, cerdo, carne, milhojas, pescado, donuts, tarta de queso, marisco, magdalenas, laing, tapas, rape;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Café de Libreros, Dulcinea, Repostería Paraninfo, San Diego Coffee Co. Bedel;
The Green;Rango de precios por persona hasta 9 €;;tel:+34669566039;C/ Empecinado 7, Alcala de Henares;C/ Empecinado 7, Alcala de Henares, Comunidad de Madrid, España, 28801;{"estupenda ubicaci\u00f3n": "excellent", "m\u00fasica en vivo": "empty", "karaoke": "excellent", "menudo": "excellent", "perritos calientes": "excellent", "sopa": "excellent", "laing": "normal", "carne": "excellent", "pasta verde": "excellent", "cerdo": "excellent", "pasta": "good"};{"Facebook": "4,4/5", "Trip": "4.7/5"};{"Yelp": "1", "Foursquare": "37", "Facebook": "213", "Trip": "17"};Tarjetas de crédito aceptadas, Asientos al aire libre, Wifi;{"Lunes": "20:00-03:00", "Martes": "Cerrado", "Mi\u00e9rcoles": "20:00-03:00", "Jueves": "20:00-03:00", "Viernes": "20:00-03:00", "S\u00e1bado": "20:00-03:00", "Domingo": "20:00-03:00"};menudo, perritos calientes, sopa, laing, tapas, carne, cerdo, pasta, rape, canapés, patatas, causa, pescado, bacalao;estupenda ubicación, música en vivo, comida para llevar, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Tempranillo, El Gato Verde, La Panaderia, Vida Mía;http://www.thegreenirishpub.com
